ID,label
0,street
1,forest
2,sea
3,forest
4,street
5,forest
6,forest
7,buildings
8,street
9,sea
10,glacier
11,mountain
12,forest
13,mountain
14,glacier
15,mountain
16,forest
17,glacier
18,glacier
19,sea
20,glacier
21,sea
22,glacier
23,forest
24,forest
25,glacier
26,glacier
27,street
28,buildings
29,buildings
30,street
31,street
32,forest
33,sea
34,buildings
35,sea
36,street
37,sea
38,glacier
39,sea
40,street
41,street
42,street
43,sea
44,street
45,glacier
46,forest
47,forest
48,glacier
49,sea
50,street
51,sea
52,glacier
53,forest
54,glacier
55,forest
56,mountain
57,buildings
58,forest
59,buildings
60,glacier
61,sea
62,glacier
63,sea
64,forest
65,buildings
66,buildings
67,sea
68,forest
69,forest
70,forest
71,sea
72,forest
73,glacier
74,street
75,mountain
76,glacier
77,forest
78,sea
79,street
80,forest
81,buildings
82,forest
83,forest
84,forest
85,buildings
86,mountain
87,buildings
88,glacier
89,buildings
90,glacier
91,street
92,sea
93,sea
94,mountain
95,street
96,street
97,forest
98,glacier
99,street
100,glacier
101,sea
102,sea
103,forest
104,buildings
105,forest
106,forest
107,forest
108,buildings
109,forest
110,sea
111,glacier
112,glacier
113,forest
114,forest
115,street
116,street
117,buildings
118,street
119,buildings
120,buildings
121,forest
122,glacier
123,sea
124,forest
125,mountain
126,street
127,street
128,buildings
129,buildings
130,forest
131,sea
132,forest
133,street
134,glacier
135,sea
136,glacier
137,buildings
138,glacier
139,sea
140,sea
141,mountain
142,street
143,buildings
144,glacier
145,buildings
146,buildings
147,forest
148,mountain
149,glacier
150,buildings
151,sea
152,street
153,sea
154,sea
155,street
156,buildings
157,buildings
158,glacier
159,forest
160,forest
161,forest
162,street
163,glacier
164,glacier
165,street
166,street
167,sea
168,sea
169,glacier
170,sea
171,street
172,sea
173,glacier
174,street
175,street
176,glacier
177,sea
178,street
179,glacier
180,street
181,street
182,buildings
183,sea
184,glacier
185,forest
186,forest
187,buildings
188,glacier
189,buildings
190,glacier
191,street
192,sea
193,street
194,buildings
195,glacier
196,buildings
197,forest
198,buildings
199,sea
200,glacier
201,street
202,buildings
203,sea
204,forest
205,buildings
206,sea
207,forest
208,forest
209,forest
210,glacier
211,sea
212,sea
213,glacier
214,street
215,street
216,glacier
217,mountain
218,glacier
219,street
220,glacier
221,buildings
222,glacier
223,forest
224,forest
225,forest
226,street
227,sea
228,glacier
229,sea
230,street
231,street
232,glacier
233,sea
234,forest
235,street
236,buildings
237,buildings
238,glacier
239,sea
240,glacier
241,sea
242,forest
243,glacier
244,buildings
245,buildings
246,glacier
247,glacier
248,mountain
249,street
250,forest
251,glacier
252,glacier
253,glacier
254,mountain
255,buildings
256,forest
257,forest
258,street
259,sea
260,glacier
261,street
262,street
263,forest
264,buildings
265,buildings
266,glacier
267,sea
268,buildings
269,glacier
270,street
271,forest
272,buildings
273,buildings
274,buildings
275,forest
276,sea
277,glacier
278,forest
279,sea
280,glacier
281,forest
282,sea
283,forest
284,glacier
285,buildings
286,forest
287,buildings
288,buildings
289,buildings
290,buildings
291,sea
292,sea
293,street
294,glacier
295,forest
296,buildings
297,sea
298,sea
299,glacier
300,forest
301,street
302,forest
303,forest
304,mountain
305,glacier
306,street
307,glacier
308,buildings
309,glacier
310,mountain
311,street
312,forest
313,buildings
314,glacier
315,sea
316,sea
317,street
318,buildings
319,sea
320,forest
321,glacier
322,sea
323,glacier
324,buildings
325,forest
326,forest
327,forest
328,street
329,sea
330,forest
331,mountain
332,mountain
333,sea
334,street
335,street
336,glacier
337,street
338,forest
339,forest
340,buildings
341,forest
342,glacier
343,street
344,glacier
345,street
346,buildings
347,forest
348,sea
349,sea
350,street
351,forest
352,buildings
353,forest
354,buildings
355,sea
356,street
357,forest
358,buildings
359,buildings
360,street
361,street
362,buildings
363,forest
364,buildings
365,glacier
366,glacier
367,forest
368,street
369,glacier
370,glacier
371,glacier
372,buildings
373,forest
374,forest
375,street
376,glacier
377,glacier
378,glacier
379,glacier
380,glacier
381,street
382,buildings
383,sea
384,glacier
385,sea
386,forest
387,buildings
388,sea
389,glacier
390,street
391,buildings
392,buildings
393,buildings
394,buildings
395,street
396,sea
397,street
398,glacier
399,forest
400,sea
401,buildings
402,buildings
403,sea
404,sea
405,street
406,sea
407,sea
408,street
409,mountain
410,buildings
411,glacier
412,street
413,sea
414,sea
415,mountain
416,buildings
417,street
418,sea
419,glacier
420,street
421,glacier
422,sea
423,glacier
424,forest
425,buildings
426,forest
427,buildings
428,glacier
429,buildings
430,glacier
431,sea
432,street
433,mountain
434,sea
435,sea
436,buildings
437,glacier
438,mountain
439,street
440,glacier
441,forest
442,buildings
443,glacier
444,forest
445,street
446,glacier
447,sea
448,buildings
449,street
450,sea
451,sea
452,street
453,glacier
454,buildings
455,sea
456,forest
457,street
458,street
459,buildings
460,street
461,buildings
462,glacier
463,glacier
464,sea
465,street
466,glacier
467,forest
468,sea
469,sea
470,glacier
471,glacier
472,forest
473,glacier
474,glacier
475,sea
476,buildings
477,sea
478,forest
479,forest
480,glacier
481,sea
482,street
483,forest
484,street
485,buildings
486,buildings
487,street
488,glacier
489,buildings
490,glacier
491,glacier
492,forest
493,glacier
494,mountain
495,forest
496,buildings
497,street
498,forest
499,forest
500,street
501,forest
502,buildings
503,glacier
504,mountain
505,glacier
506,mountain
507,forest
508,buildings
509,buildings
510,forest
511,forest
512,buildings
513,buildings
514,forest
515,sea
516,street
517,glacier
518,buildings
519,glacier
520,forest
521,sea
522,glacier
523,street
524,street
525,sea
526,street
527,forest
528,sea
529,forest
530,street
531,buildings
532,forest
533,forest
534,street
535,buildings
536,buildings
537,glacier
538,forest
539,forest
540,glacier
541,glacier
542,sea
543,buildings
544,mountain
545,buildings
546,street
547,buildings
548,sea
549,glacier
550,sea
551,forest
552,buildings
553,forest
554,street
555,glacier
556,glacier
557,sea
558,forest
559,street
560,buildings
561,street
562,street
563,sea
564,glacier
565,forest
566,street
567,street
568,buildings
569,glacier
570,sea
571,forest
572,buildings
573,street
574,sea
575,forest
576,mountain
577,buildings
578,forest
579,forest
580,glacier
581,buildings
582,sea
583,buildings
584,forest
585,sea
586,forest
587,glacier
588,sea
589,buildings
590,glacier
591,sea
592,forest
593,buildings
594,glacier
595,buildings
596,sea
597,forest
598,glacier
599,glacier
600,forest
601,sea
602,street
603,street
604,forest
605,buildings
606,forest
607,street
608,buildings
609,forest
610,sea
611,buildings
612,forest
613,street
614,forest
615,buildings
616,sea
617,glacier
618,glacier
619,glacier
620,glacier
621,street
622,glacier
623,street
624,sea
625,buildings
626,street
627,buildings
628,glacier
629,street
630,glacier
631,glacier
632,street
633,sea
634,forest
635,buildings
636,street
637,forest
638,buildings
639,glacier
640,forest
641,buildings
642,forest
643,glacier
644,sea
645,glacier
646,street
647,street
648,glacier
649,buildings
650,buildings
651,glacier
652,buildings
653,forest
654,buildings
655,glacier
656,sea
657,street
658,street
659,glacier
660,street
661,forest
662,sea
663,buildings
664,street
665,sea
666,street
667,glacier
668,buildings
669,street
670,buildings
671,sea
672,sea
673,forest
674,buildings
675,forest
676,street
677,street
678,mountain
679,buildings
680,forest
681,buildings
682,glacier
683,sea
684,sea
685,glacier
686,buildings
687,buildings
688,buildings
689,buildings
690,forest
691,glacier
692,street
693,buildings
694,glacier
695,forest
696,glacier
697,forest
698,forest
699,forest
700,street
701,street
702,buildings
703,street
704,glacier
705,forest
706,mountain
707,forest
708,sea
709,mountain
710,forest
711,buildings
712,sea
713,street
714,street
715,street
716,forest
717,sea
718,sea
719,sea
720,sea
721,glacier
722,forest
723,glacier
724,sea
725,buildings
726,buildings
727,buildings
728,sea
729,glacier
730,street
731,buildings
732,sea
733,buildings
734,buildings
735,buildings
736,glacier
737,sea
738,glacier
739,glacier
740,buildings
741,sea
742,buildings
743,forest
744,glacier
745,street
746,forest
747,sea
748,forest
749,glacier
750,sea
751,mountain
752,forest
753,buildings
754,glacier
755,street
756,glacier
757,street
758,forest
759,forest
760,sea
761,buildings
762,street
763,buildings
764,street
765,buildings
766,glacier
767,sea
768,glacier
769,street
770,buildings
771,forest
772,sea
773,sea
774,glacier
775,street
776,glacier
777,street
778,forest
779,glacier
780,forest
781,mountain
782,sea
783,glacier
784,street
785,forest
786,sea
787,glacier
788,glacier
789,buildings
790,buildings
791,sea
792,forest
793,forest
794,sea
795,sea
796,glacier
797,street
